eta,alpha,sza,lat,lon
0.265683140093461,2.11997571038082,32.635656052957025,-27.26633982535906,-36.277981339218485
0.641228851582855,1.53221178869717,86.54722904992727,-33.31917911147067,28.350230303728694
0.35673269135877506,1.87494867406785,46.46959928917595,41.90227064734475,-69.54098187527526
0.7122630530036991,2.89984242049977,78.68627477262059,70.1305597364794,-100.54707398837257
0.755350463220384,1.8623852737713602,89.79273262964672,-70.38534270001014,-159.93474463679877
0.0841673745424487,2.75877048866823,77.4368770455094,45.16600109667243,7.997234229239524
0.44607911603525296,2.81176401120611,57.172463120053585,-59.80823589363563,-74.56570327325899
0.719314283295535,2.13921696110629,86.53894524865615,-89.70764246379372,107.03342709954717
0.463576260849368,1.7035175083670802,61.642699189581776,-56.524468886192686,-100.1645237132126
0.392461051477585,1.12360832006671,51.49614077239449,40.25380320006053,-89.17688743829305
0.767625009012409,2.85765956719406,61.37024988021158,-38.71937691277035,-4.23685269318824
0.3900006171432321,1.4627035799436299,42.05415327696132,16.26686823387672,-22.560364580946498
0.55817797658965,0.9335852574091411,53.545896031345364,15.81549752461126,-9.57721032076077
0.479475051467307,2.8849992680829,89.8110233996233,-11.629999764840846,-150.55588400514245
0.12719351199921197,2.38531180154532,43.06221506914704,-44.953942168151585,-74.22125594448859
0.7248687278013679,1.11304745031521,68.90248349520255,49.21605085181534,-8.889586339227577
0.234565800765995,2.00842624334618,80.19803192621801,-7.677231278432814,-140.57719195609798
0.0815446501481347,2.8990007248241496,65.45246555341123,12.607943955557971,-123.79225917973287
0.295940539462026,2.08806337686256,55.778515807247494,21.761414819670748,-110.70684467940382
0.7658777368604208,1.68992261984386,82.20117425362943,-85.91694171298249,-66.9241011807685
0.7171544870478102,2.2253656545188303,67.20037269839595,10.542961565444102,-125.94851782461447
0.5696025546174499,1.5036053576041002,42.17798329844096,13.966927035007785,-98.57366906238046
0.5303801103262229,1.47698402390815,76.3698156391966,-18.652756091662212,-136.84782562768393
0.7957023324677719,1.28348878878169,85.17320914827754,-88.91605776967332,-64.29808428936717
0.541779349336866,1.6128755048383001,75.57940562880209,69.90923223228307,-85.08150303282827
0.581397851125803,2.9652822476345997,67.31955358416619,60.19839631872591,-86.87497964440219
